  0.000000e+00  1.296057e-05  3.288830e+00 
  1.000000e-03  1.291059e-05  3.252069e+00 
  2.000000e-03  1.276190e-05  3.143121e+00 
  3.000000e-03  1.251765e-05  2.965863e+00 
  4.000000e-03  1.218300e-05  2.726573e+00 
  5.000000e-03  1.176499e-05  2.433677e+00 
  6.000000e-03  1.127236e-05  2.097404e+00 
  7.000000e-03  1.071529e-05  1.729364e+00 
  8.000000e-03  1.010518e-05  1.342086e+00 
  9.000000e-03  9.454341e-06  9.485135e-01 
  1.000000e-02  8.775698e-06  5.614931e-01 
  1.100000e-02  8.082462e-06  1.932780e-01 
  1.200000e-02  7.387820e-06 -1.449398e-01 
  1.300000e-02  6.704622e-06 -4.434431e-01 
  1.400000e-02  6.045083e-06 -6.943359e-01 
  1.500000e-02  5.420519e-06 -8.918080e-01 
  1.600000e-02  4.841100e-06 -1.032310e+00 
  1.700000e-02  4.315646e-06 -1.114633e+00 
  1.800000e-02  3.851463e-06 -1.139890e+00 
  1.900000e-02  3.454214e-06 -1.111409e+00 
  2.000000e-02  3.127849e-06 -1.034534e+00 
  2.100000e-02  2.874562e-06 -9.163551e-01 
  2.200000e-02  2.694807e-06 -7.653740e-01 
  2.300000e-02  2.587349e-06 -5.911205e-01 
  2.400000e-02  2.549354e-06 -4.037398e-01 
  2.500000e-02  2.576517e-06 -2.135647e-01 
  2.600000e-02  2.663221e-06 -3.069124e-02 
  2.700000e-02  2.802717e-06  1.354251e-01 
  2.800000e-02  2.987332e-06  2.763388e-01 
  2.900000e-02  3.208685e-06  3.849350e-01 
  3.000000e-02  3.457913e-06  4.556891e-01 
  3.100000e-02  3.725898e-06  4.848589e-01 
  3.200000e-02  4.003497e-06  4.706007e-01 
  3.300000e-02  4.281756e-06  4.130087e-01 
  3.400000e-02  4.552113e-06  3.140762e-01 
  3.500000e-02  4.806585e-06  1.775818e-01 
  3.600000e-02  5.037927e-06  8.906237e-03 
  3.700000e-02  5.239777e-06 -1.852111e-01 
  3.800000e-02  5.406760e-06 -3.969678e-01 
  3.900000e-02  5.534574e-06 -6.178317e-01 
  4.000000e-02  5.620038e-06 -8.389001e-01 
  4.100000e-02  5.661119e-06 -1.051270e+00 
  4.200000e-02  5.656921e-06 -1.246405e+00 
