  0.000000e+00  4.338054e-06  3.288830e+00 
  1.000000e-03  4.321425e-06  3.252069e+00 
  2.000000e-03  4.271934e-06  3.143121e+00 
  3.000000e-03  4.190633e-06  2.965863e+00 
  4.000000e-03  4.079241e-06  2.726573e+00 
  5.000000e-03  3.940100e-06  2.433677e+00 
  6.000000e-03  3.776116e-06  2.097404e+00 
  7.000000e-03  3.590684e-06  1.729364e+00 
  8.000000e-03  3.387597e-06  1.342086e+00 
  9.000000e-03  3.170957e-06  9.485135e-01 
  1.000000e-02  2.945067e-06  5.614931e-01 
  1.100000e-02  2.714329e-06  1.932780e-01 
  1.200000e-02  2.483134e-06 -1.449398e-01 
  1.300000e-02  2.255766e-06 -4.434431e-01 
  1.400000e-02  2.036294e-06 -6.943359e-01 
  1.500000e-02  1.828493e-06 -8.918080e-01 
  1.600000e-02  1.635753e-06 -1.032310e+00 
  1.700000e-02  1.461019e-06 -1.114633e+00 
  1.800000e-02  1.306730e-06 -1.139890e+00 
  1.900000e-02  1.174779e-06 -1.111409e+00 
  2.000000e-02  1.066490e-06 -1.034534e+00 
  2.100000e-02  9.826025e-07 -9.163551e-01 
  2.200000e-02  9.232757e-07 -7.653740e-01 
  2.300000e-02  8.881064e-07 -5.911205e-01 
  2.400000e-02  8.761586e-07 -4.037398e-01 
  2.500000e-02  8.860055e-07 -2.135647e-01 
  2.600000e-02  9.157818e-07 -3.069124e-02 
  2.700000e-02  9.632445e-07  1.354251e-01 
  2.800000e-02  1.025840e-06  2.763388e-01 
  2.900000e-02  1.100778e-06  3.849350e-01 
  3.000000e-02  1.185103e-06  4.556891e-01 
  3.100000e-02  1.275776e-06  4.848589e-01 
  3.200000e-02  1.369743e-06  4.706007e-01 
  3.300000e-02  1.464012e-06  4.130087e-01 
  3.400000e-02  1.555720e-06  3.140762e-01 
  3.500000e-02  1.642192e-06  1.775818e-01 
  3.600000e-02  1.720999e-06  8.906237e-03 
  3.700000e-02  1.790002e-06 -1.852111e-01 
  3.800000e-02  1.847390e-06 -3.969678e-01 
  3.900000e-02  1.891708e-06 -6.178317e-01 
  4.000000e-02  1.921875e-06 -8.389001e-01 
  4.100000e-02  1.937188e-06 -1.051270e+00 
  4.200000e-02  1.937327e-06 -1.246405e+00 
  4.300000e-02  1.922339e-06 -1.416482e+00 
  4.400000e-02  1.892618e-06 -1.554711e+00 
  4.500000e-02  1.848881e-06 -1.655608e+00 
  4.600000e-02  1.792135e-06 -1.715207e+00 
  4.700000e-02  1.723635e-06 -1.731223e+00 
