-4.51858 497.298
-2.51858 499.315
-0.518584 498.452
1.48142 499.361
3.48142 498.353
5.48142 498.595
7.48142 500.54
9.48142 499.683
11.4814 500.222
13.4814 499.785
15.4814 498.991
17.4814 498.396
19.4814 500.841
21.4814 498.06
23.4814 499.114
25.4814 501.048
27.4814 499.175
29.4814 500.539
31.4814 501.286
33.4814 497.67
35.4814 499.548
37.4814 499.327
39.4814 498.555
41.4814 496.358
43.4814 496.926
45.4814 501.589
47.4814 500.067
49.4814 497.734
51.4814 501.632
53.4814 500.523
55.4814 502.719
57.4814 500.618
59.4814 501.913
61.4814 502.515
63.4814 500.612
65.4814 500.198
67.4814 496.354
69.4814 498.722
71.4814 497.876
73.4814 496.419
75.4814 496.501
77.4814 496.245
79.4814 496.201
81.4814 497.233
83.4814 496.044
85.4814 493.749
87.4814 494.955
89.4814 493.825
91.4814 495.964
93.4814 494.897
95.4814 493.807
97.4814 496.295
99.4814 499.935
101.481 496.445
103.481 494.283
105.481 496.276
107.481 500.751
109.481 498.966
111.481 498.382
113.481 501.209
115.481 502.893
117.481 501.889
119.481 499.565
121.481 498.623
123.481 500.58
125.481 499.392
127.481 497.835
129.481 499.017
131.481 497.29
